,OTU,Size,Kingdom,Phylum,Class,Order,Family,Genus,size.sub,preferred
5996,Otu005999,146,Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,25,Bacteroidetes
6013,Otu006016,145,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophagaceae_unclassified,29,Bacteroidetes
6065,Otu006068,143,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Ohtaekwangia,26,Bacteroidetes
6066,Otu006069,143,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,34,Bacteroidetes
6071,Otu006074,143,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophaga,34,Bacteroidetes
6104,Otu006107,142,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,20,Bacteroidetes
6106,Otu006109,142,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,FFCH9454,FFCH9454_unclassified,19,Bacteroidetes
6137,Otu006140,141,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,35,Bacteroidetes
6141,Otu006144,141,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,WCHB1-69,WCHB1-69_unclassified,33,Bacteroidetes
6161,Otu006164,140,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophagaceae_unclassified,34,Bacteroidetes
6162,Otu006165,140,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,23,Bacteroidetes
6163,Otu006166,140,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_unclassified,44,Bacteroidetes
6164,Otu006167,140,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriales_unclassified,Sphingobacteriales_unclassified,33,Bacteroidetes
6192,Otu006195,139,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7,S24-7_unclassified,40,Bacteroidetes
6218,Otu006221,138,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,NS9_marine_group,NS9_marine_group_unclassified,41,Bacteroidetes
6236,Otu006239,138,Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,31,Bacteroidetes
6245,Otu006248,137,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,51,Bacteroidetes
6260,Otu006263,137,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophaga,29,Bacteroidetes
6303,Otu006306,135,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,25,Bacteroidetes
6410,Otu006413,132,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Taibaiella,24,Bacteroidetes
6415,Otu006418,132,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Niabella,24,Bacteroidetes
6424,Otu006427,132,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophagaceae_unclassified,35,Bacteroidetes
6431,Otu006434,131,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Ferruginibacter,29,Bacteroidetes
6449,Otu006452,131,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophagaceae_unclassified,20,Bacteroidetes
6529,Otu006533,128,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,NS9_marine_group,NS9_marine_group_unclassified,26,Bacteroidetes
6537,Otu006541,128,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,31,Bacteroidetes
6556,Otu006560,128,Bacteria,Bacteroidetes,SB-5,SB-5_unclassified,SB-5_unclassified,SB-5_unclassified,31,Bacteroidetes
6667,Otu006671,124,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,34,Bacteroidetes
6714,Otu006718,123,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,18,Bacteroidetes
6837,Otu006841,119,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS_17,env.OPS_17_unclassified,15,Bacteroidetes
6845,Otu006849,119,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flagellimonas,48,Bacteroidetes
6928,Otu006932,117,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Chryseolinea,37,Bacteroidetes
6978,Otu006982,115,Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,19,Bacteroidetes
7018,Otu007022,114,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Adhaeribacter,42,Bacteroidetes
7093,Otu007097,113,Bacteria,Bacteroidetes,BSV13,BSV13_unclassified,BSV13_unclassified,BSV13_unclassified,32,Bacteroidetes
7130,Otu007134,112,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,WCHB1-69,WCHB1-69_unclassified,16,Bacteroidetes
7155,Otu007159,111,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,U29-B03,28,Bacteroidetes
7168,Otu007172,111,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophagaceae_unclassified,21,Bacteroidetes
7174,Otu007178,111,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Weeksella,13,Bacteroidetes
7200,Otu007204,110,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Cyclobacteriaceae_unclassified,35,Bacteroidetes
7205,Otu007209,110,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,28,Bacteroidetes
7212,Otu007216,110,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Portibacter,28,Bacteroidetes
7257,Otu007261,109,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospiraceae_unclassified,25,Bacteroidetes
7322,Otu007326,108,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,31,Bacteroidetes
7350,Otu007354,107,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,18,Bacteroidetes
7400,Otu007404,106,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,16,Bacteroidetes
7455,Otu007459,105,Bacteria,Bacteroidetes,SB-5,SB-5_unclassified,SB-5_unclassified,SB-5_unclassified,19,Bacteroidetes
7492,Otu007496,104,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophagaceae_unclassified,16,Bacteroidetes
7509,Otu007513,103,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophagaceae_unclassified,21,Bacteroidetes
7538,Otu007542,103,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophagaceae_unclassified,26,Bacteroidetes
7573,Otu007577,102,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophagaceae_unclassified,29,Bacteroidetes
7577,Otu007581,102,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,21,Bacteroidetes
7704,Otu007708,100,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,22,Bacteroidetes
7715,Otu007719,100,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Candidatus_Paenicardinium,34,Bacteroidetes
7732,Otu007736,100,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospiraceae_unclassified,17,Bacteroidetes
7767,Otu007771,99,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophagaceae_unclassified,14,Bacteroidetes
7798,Otu007802,98,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,19,Bacteroidetes
7803,Otu007807,98,Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,24,Bacteroidetes
7851,Otu007856,97,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,34,Bacteroidetes
7853,Otu007858,97,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophagaceae_unclassified,25,Bacteroidetes
7855,Otu007860,97,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7,S24-7_unclassified,18,Bacteroidetes
8246,Otu008251,90,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_unclassified,24,Bacteroidetes
8387,Otu008392,88,Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,21,Bacteroidetes
8390,Otu008395,88,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriales_unclassified,Sphingobacteriales_unclassified,12,Bacteroidetes
8501,Otu008506,86,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Ohtaekwangia,23,Bacteroidetes
8609,Otu008614,84,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Taibaiella,13,Bacteroidetes
8745,Otu008751,83,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,13,Bacteroidetes
8805,Otu008811,82,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriales_unclassified,Flavobacteriales_unclassified,14,Bacteroidetes
8815,Otu008821,82,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophagaceae_unclassified,20,Bacteroidetes
8892,Otu008898,80,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Taibaiella,13,Bacteroidetes
8965,Otu008971,79,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium,18,Bacteroidetes
9164,Otu009170,76,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Segetibacter,25,Bacteroidetes
9247,Otu009253,75,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7,S24-7_unclassified,19,Bacteroidetes
9328,Otu009334,74,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,M2PB4-65_termite_group,M2PB4-65_termite_group_unclassified,20,Bacteroidetes
9533,Otu009539,71,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_unclassified,24,Bacteroidetes
9581,Otu009587,71,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophagaceae_unclassified,17,Bacteroidetes
9618,Otu009624,71,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,24,Bacteroidetes
9651,Otu009657,70,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,17,Bacteroidetes
9776,Otu009782,69,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriales_unclassified,Sphingobacteriales_unclassified,21,Bacteroidetes
9873,Otu009879,68,Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,13,Bacteroidetes
9945,Otu009951,67,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophagaceae_unclassified,17,Bacteroidetes
9979,Otu009985,67,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,23,Bacteroidetes
9988,Otu009994,66,Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,18,Bacteroidetes
10018,Otu010024,66,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,RC9_gut_group,21,Bacteroidetes
10047,Otu010053,66,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,14,Bacteroidetes
10150,Otu010156,65,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Cyclobacteriaceae_unclassified,18,Bacteroidetes
10181,Otu010187,64,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,16,Bacteroidetes
10254,Otu010260,64,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospiraceae_unclassified,19,Bacteroidetes
10458,Otu010464,61,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bergeyella,11,Bacteroidetes
11032,Otu011040,56,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,KD3-93,KD3-93_unclassified,14,Bacteroidetes
11172,Otu011181,55,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7,S24-7_unclassified,21,Bacteroidetes
11399,Otu011409,53,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospiraceae_unclassified,20,Bacteroidetes
11443,Otu011453,53,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,22,Bacteroidetes
11660,Otu011671,51,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Taibaiella,23,Bacteroidetes
11670,Otu011681,51,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophagaceae_unclassified,11,Bacteroidetes
11717,Otu011728,51,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,RC9_gut_group,16,Bacteroidetes
11727,Otu011738,51,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospiraceae_unclassified,14,Bacteroidetes
11843,Otu011855,50,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophaga,16,Bacteroidetes
12007,Otu012019,48,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,12,Bacteroidetes
12417,Otu012430,46,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,18,Bacteroidetes
12650,Otu012666,44,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Taibaiella,12,Bacteroidetes
13093,Otu013118,42,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda,19,Bacteroidetes
13257,Otu013283,41,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriales_unclassified,Sphingobacteriales_unclassified,18,Bacteroidetes
13868,Otu013899,38,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Niastella,11,Bacteroidetes
14135,Otu014170,37,Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,14,Bacteroidetes
14198,Otu014234,36,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,19,Bacteroidetes
14812,Otu014857,34,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Macellibacteroides,13,Bacteroidetes
15292,Otu015351,32,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagales_unclassified,Cytophagales_unclassified,21,Bacteroidetes
15351,Otu015411,32,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,10,Bacteroidetes
1161,Otu001161,1218,Bacteria,BD1-5,BD1-5_unclassified,BD1-5_unclassified,BD1-5_unclassified,BD1-5_unclassified,180,BD1-5
2987,Otu002987,381,Bacteria,BD1-5,BD1-5_unclassified,BD1-5_unclassified,BD1-5_unclassified,BD1-5_unclassified,59,BD1-5
11725,Otu011736,51,Bacteria,BD1-5,BD1-5_unclassified,BD1-5_unclassified,BD1-5_unclassified,BD1-5_unclassified,28,BD1-5
636,Otu000636,2260,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,363,Candidate_division_OD1
683,Otu000683,2126,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,264,Candidate_division_OD1
773,Otu000773,1885,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,334,Candidate_division_OD1
817,Otu000817,1795,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,324,Candidate_division_OD1
860,Otu000860,1683,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,284,Candidate_division_OD1
1034,Otu001034,1368,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,237,Candidate_division_OD1
1249,Otu001249,1108,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,177,Candidate_division_OD1
1329,Otu001329,1036,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,114,Candidate_division_OD1
1701,Otu001701,792,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,76,Candidate_division_OD1
2040,Otu002040,623,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,94,Candidate_division_OD1
2062,Otu002062,617,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,85,Candidate_division_OD1
2248,Otu002248,551,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,81,Candidate_division_OD1
2517,Otu002517,472,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,72,Candidate_division_OD1
2769,Otu002769,420,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,68,Candidate_division_OD1
2794,Otu002794,416,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,34,Candidate_division_OD1
3056,Otu003056,370,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,51,Candidate_division_OD1
3102,Otu003102,363,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,67,Candidate_division_OD1
3174,Otu003174,353,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,26,Candidate_division_OD1
3394,Otu003394,320,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,38,Candidate_division_OD1
3433,Otu003433,316,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,53,Candidate_division_OD1
3943,Otu003944,263,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,25,Candidate_division_OD1
4047,Otu004048,253,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,16,Candidate_division_OD1
4335,Otu004336,231,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,31,Candidate_division_OD1
4603,Otu004604,211,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,23,Candidate_division_OD1
4804,Otu004805,198,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,82,Candidate_division_OD1
4979,Otu004980,190,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,36,Candidate_division_OD1
5211,Otu005212,178,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,25,Candidate_division_OD1
5293,Otu005294,174,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,21,Candidate_division_OD1
5434,Otu005435,167,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,20,Candidate_division_OD1
5816,Otu005817,152,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,22,Candidate_division_OD1
5953,Otu005956,148,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,30,Candidate_division_OD1
6342,Otu006345,134,Bacteria,Candidate_division_OD1,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,Candidate_division_OD1_unclassified,26,Candidate_division_OD1
